Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
05/05/2026 11:00,PLSNTVLE_13_KV_13KVDISA_REV_LBMP_I,345020,33.94,2.11,-10.71
05/05/2026 11:00,PLSTVYCH_69_KV_RQ-3_RG2_REV_LBMP_G,345023,33.88,1.77,-10.99
05/05/2026 11:00,POLETTI____,23519,34.06,2.26,-10.68
05/05/2026 11:00,POMONA___ESR,323819,33.59,1.98,-10.48
05/05/2026 11:00,PORT_JEFF_3,23555,34.25,2.45,-10.68
05/05/2026 11:00,PORT_JEFF_4,23616,34.25,2.45,-10.68
05/05/2026 11:00,PORT_JEFF_IC,23713,34.29,2.49,-10.68
05/05/2026 11:00,PPL PILGRIM_ST_GT1,24216,34.27,2.47,-10.68
05/05/2026 11:00,PPL PILGRIM_ST_GT2,24217,34.27,2.47,-10.68
05/05/2026 11:00,PPL_SHRM_GT3,24213,34.20,2.41,-10.68
05/05/2026 11:00,PPL_SHRM_GT4,24214,34.20,2.41,-10.68
05/05/2026 11:00,PROJECT___ORANGE 1,24174,22.17,0.00,-1.05
05/05/2026 11:00,PROJECT___ORANGE 2,24166,22.17,0.00,-1.05
05/05/2026 11:00,PUCKETT___SOLAR,323809,25.77,0.36,-4.30
05/05/2026 11:00,PYRITES___HYD,24023,20.44,-0.89,-0.20
05/05/2026 11:00,QUAKERRD_115KV_BK1,80622,20.67,-1.22,-0.78
05/05/2026 11:00,QUENSBRY_115KV_TB8,356137,34.65,1.06,-12.47
05/05/2026 11:00,RAMAPO___LBMP,323565,33.46,1.90,-10.44
05/05/2026 11:00,RANKINE____,23646,20.11,-1.73,-0.72
05/05/2026 11:00,RAVENSWOOD_GT2_1,24244,34.08,2.28,-10.68
05/05/2026 11:00,RAVENSWOOD_GT2_2,24245,34.08,2.28,-10.68
05/05/2026 11:00,RAVENSWOOD_GT2_3,24246,34.08,2.28,-10.68
05/05/2026 11:00,RAVENSWOOD_GT2_4,24247,34.08,2.28,-10.68
05/05/2026 11:00,RAVENSWOOD_GT3_1,24248,34.08,2.28,-10.68
05/05/2026 11:00,RAVENSWOOD_GT3_2,24249,34.08,2.28,-10.68
05/05/2026 11:00,RAVENSWOOD_GT3_3,24250,34.12,2.32,-10.68
05/05/2026 11:00,RAVENSWOOD_GT3_4,24251,34.12,2.32,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_1,23729,34.14,2.34,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_10,24258,34.06,2.26,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_11,24259,34.06,2.26,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_4,24252,34.10,2.30,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_5,24254,34.10,2.30,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_6,24253,34.10,2.30,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_7,24255,34.10,2.30,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_8  TEMP GRP(8-11),24256,34.06,2.26,-10.68
05/05/2026 11:00,RAVENSWOOD_GT_9,24257,34.06,2.26,-10.68
05/05/2026 11:00,RAVENSWOOD___1,23533,34.14,2.34,-10.68
05/05/2026 11:00,RAVENSWOOD___2,23534,34.12,2.32,-10.68
05/05/2026 11:00,RAVENSWOOD___3,23535,34.08,2.28,-10.68
05/05/2026 11:00,RAVENSWOOD___4,23820,34.12,2.32,-10.68
05/05/2026 11:00,RCPI_TRUST___DRP,24196,34.14,2.34,-10.68
05/05/2026 11:00,RED___ROCHESTER,323720,21.10,-0.78,-0.77
05/05/2026 11:00,REGAN___SOLAR,323812,34.43,0.17,-13.14
05/05/2026 11:00,RENSSELAER___COGEN,23796,33.93,0.61,-12.19
05/05/2026 11:00,REPUBLIC_115KV_BARTNBRK,55605,34.88,1.29,-12.47
05/05/2026 11:00,REVERE_CPPR_DRP,24186,21.97,0.21,-0.64
05/05/2026 11:00,REYNLDPA_13_KV_LD,356490,20.72,-0.40,0.00
05/05/2026 11:00,REYNOLDS_115KV_TB3,80639,34.15,0.82,-12.21
05/05/2026 11:00,RIVERBAY____,323610,34.27,2.47,-10.68
05/05/2026 11:00,RIVERSDE_115KV_TB3,55908,34.09,0.74,-12.23
05/05/2026 11:00,ROARING___BROOK_WT_PWR,323790,20.57,-0.55,0.00
05/05/2026 11:00,ROCHESRG_115KV_T4,355643,20.85,-1.01,-0.75
05/05/2026 11:00,ROCHESTER_9_IC,23652,20.99,-0.89,-0.75
05/05/2026 11:00,ROCKVIEW_13_KV_LD,356306,33.99,2.20,-10.67
05/05/2026 11:00,ROME_____115KV_TB2,80656,21.97,0.21,-0.64
05/05/2026 11:00,ROSETON___1,23587,33.54,1.71,-10.71
05/05/2026 11:00,ROSETON___2,23588,33.54,1.71,-10.71
05/05/2026 11:00,ROTTRDAM_115KV_TB3,80664,34.35,0.63,-12.60
05/05/2026 11:00,RUSSELL___1,23602,21.09,-0.78,-0.75
05/05/2026 11:00,RUSSELL___2,23532,21.09,-0.78,-0.75
05/05/2026 11:00,RUSSELL___3,23549,21.09,-0.78,-0.75
05/05/2026 11:00,RUSSELL___4,23556,21.09,-0.78,-0.75
05/05/2026 11:00,RUSSELL___STATION,23914,21.09,-0.78,-0.75
05/05/2026 11:00,S SALMON___HYD,24043,21.63,-0.36,-0.87
05/05/2026 11:00,S.PERRY__115KV_TB1,80734,20.40,-1.39,-0.67
05/05/2026 11:00,SAWYER_23_KV_LOAD_REV_LBMP_A,345024,20.05,-1.80,-0.72
05/05/2026 11:00,SAWYER___23_KV_LOAD,55526,20.05,-1.80,-0.72
05/05/2026 11:00,SELKIRK___I,23801,33.78,0.57,-12.09
05/05/2026 11:00,SELKIRK___II,23799,33.89,0.63,-12.14
05/05/2026 11:00,SENECA OSWGO___HYD,24041,21.75,-0.32,-0.95
05/05/2026 11:00,SENECA___115KV_TB3,355854,20.12,-1.73,-0.73
05/05/2026 11:00,SENECA___ENERGY,23797,21.76,-0.40,-1.05
05/05/2026 11:00,SHOEMAKER___GT,23640,32.90,1.54,-10.24
05/05/2026 11:00,SHOEMAKR_138KV_BK 111,55601,32.88,1.56,-10.20
05/05/2026 11:00,SHOREHAM_IC_1,23715,34.20,2.41,-10.68
05/05/2026 11:00,SHOREHAM_IC_2,23716,34.20,2.41,-10.68
05/05/2026 11:00,SISSONVILLE____,23735,20.26,-1.08,-0.22
05/05/2026 11:00,SITHE_IND_GS1,24169,21.30,-0.51,-0.68
05/05/2026 11:00,SITHE_IND_GS2,24170,21.30,-0.51,-0.68
05/05/2026 11:00,SITHE_IND_GS3,24171,21.30,-0.51,-0.68
05/05/2026 11:00,SITHE_IND_GS4,24172,21.30,-0.51,-0.68
05/05/2026 11:00,SITHE___BATAVIA,24024,20.35,-1.52,-0.75
05/05/2026 11:00,SITHE___INDEPEND,23800,21.30,-0.51,-0.68
05/05/2026 11:00,SITHE___MASSENA,23902,20.63,-0.48,0.00
05/05/2026 11:00,SITHE___OGDNSBRG,24021,20.56,-0.74,-0.17
05/05/2026 11:00,SITHE___STERLING,23777,22.08,0.25,-0.71
05/05/2026 11:00,SLEIGHT__34_KV_TB1,80719,21.31,-0.68,-0.86
05/05/2026 11:00,SOUTH CAIRO___GT,23612,33.48,0.46,-11.89
05/05/2026 11:00,SOUTH HAMPTN___IC,23720,34.18,2.39,-10.68
05/05/2026 11:00,SOUTHDOW_115KV_TB1,355954,20.29,-1.56,-0.73
05/05/2026 11:00,SOUTHOLD_69_KV_BK 2,55809,34.06,2.26,-10.68
05/05/2026 11:00,SOUTHOLD___IC,23719,34.06,2.26,-10.68
05/05/2026 11:00,SOUTH_FORK_WT_PWR,323839,33.84,2.05,-10.68
05/05/2026 11:00,SPIERFLS_115KV_TB 1,80737,34.59,0.99,-12.48
05/05/2026 11:00,ST LAWRENCE____,23600,20.59,-0.53,0.00
05/05/2026 11:00,STATE_CA_115KV_115_LB,55624,34.08,0.68,-12.29
05/05/2026 11:00,STATE_ST_34_KV_LOAD,55959,22.23,-0.04,-1.16
05/05/2026 11:00,STATION 5_MISC_HYD,23604,21.00,-0.89,-0.77
05/05/2026 11:00,STA_168_34_KV_BK1_2_REV_LBMP_B,345032,21.29,-0.65,-0.83
05/05/2026 11:00,STA_56_34_KV_BUS2_REV_LBMP_B,345033,20.91,-0.97,-0.76
05/05/2026 11:00,STA_56___34_KV_BUS2,355983,20.91,-0.97,-0.76
05/05/2026 11:00,STA_67___115KV_BK2,355882,20.96,-0.91,-0.75
05/05/2026 11:00,STA_7____115KV_9TRANS,80674,21.09,-0.78,-0.75
05/05/2026 11:00,STA_82___115KV_TB1,80780,20.94,-0.93,-0.75
05/05/2026 11:00,STEEL___WIND,323596,20.10,-1.75,-0.73
05/05/2026 11:00,STEPHTWN_115KV_BK_2,55603,34.03,0.72,-12.19
05/05/2026 11:00,STEUBEN_REC_LFGE,323667,19.44,-2.41,-0.73
05/05/2026 11:00,STILLWATER___SOLAR,323814,34.48,0.93,-12.43
05/05/2026 11:00,STONY___BROOK,24151,34.33,2.53,-10.68
05/05/2026 11:00,STURGEON_POOL_HYD,23609,33.69,1.63,-10.95
05/05/2026 11:00,ST_LAW_115_BK7_LBMP,345037,20.55,-0.57,0.00
05/05/2026 11:00,ST_LAW_115_BK8_LBMP,345038,20.55,-0.57,0.00
05/05/2026 11:00,ST_LAW_230_BK5_LBMP,345035,20.59,-0.53,0.00
05/05/2026 11:00,ST_LAW_230_BK6_LBMP,345036,20.59,-0.53,0.00
05/05/2026 11:00,SUGRLOAF_69_KV_LOAD_REV_LBMP_G,345026,33.20,1.73,-10.35
05/05/2026 11:00,SWANROAD_115KV_TB1,355699,19.46,-2.39,-0.73
05/05/2026 11:00,SYNERGY___BIOGAS,323694,20.34,-1.52,-0.74
05/05/2026 11:00,SYRACUSE___ENERGY_ST1,323597,22.18,0.02,-1.04
05/05/2026 11:00,SYRACUSE___ENERGY_ST2,323598,22.18,0.02,-1.04
05/05/2026 11:00,SYRACUSE___POWER,24017,22.38,0.04,-1.22
05/05/2026 11:00,TALLMAN__138KV_BK151,55660,33.52,1.96,-10.44
05/05/2026 11:00,TEALLAVE_115KV_TB7,355573,22.14,-0.02,-1.04
05/05/2026 11:00,TELGRAPH_34_KV_EAST,80808,20.01,-1.84,-0.73
05/05/2026 11:00,TEMPLE___115KV_TB 2,55572,22.17,0.00,-1.05
05/05/2026 11:00,TIANA____69_KV_BK 1,55817,34.23,2.43,-10.68
05/05/2026 11:00,TILDEN___115KV_TB1,80814,22.38,0.04,-1.22
05/05/2026 11:00,TRIGEN___CC,323695,34.08,2.28,-10.68
05/05/2026 11:00,TRINITY__115KV__ 4 BK,55933,33.96,0.63,-12.21
05/05/2026 11:00,UNION___PROCESSING_DRP,323587,20.95,-0.93,-0.76
05/05/2026 11:00,UPPER HUDSON___HYD,24058,34.61,0.99,-12.50
05/05/2026 11:00,UPPER RAQUET___HYD,24056,20.26,-1.08,-0.22
05/05/2026 11:00,VALLEY44_115KV_TB2,355964,20.67,-1.18,-0.74
05/05/2026 11:00,VALLEY___115KV_TB 1-4,80826,20.76,-0.36,0.00
05/05/2026 11:00,VINEGAR_115_KV_917_CH_LD_REV_LBMP_E,345011,25.28,1.29,-2.87
05/05/2026 11:00,VISCHER___FERRY HYD,24020,34.37,0.91,-12.34
05/05/2026 11:00,V_A_10_SYNC_DSASP,323832,20.29,-1.56,-0.73
05/05/2026 11:00,V_CMM_10_SYNC_DSASP,323787,20.63,-0.49,0.00
05/05/2026 11:00,V_CMP_10_SYNC_DSASP,323788,20.68,-0.44,0.00
05/05/2026 11:00,V_D_10_SYNC_DSASP,323841,20.65,-0.46,0.00
05/05/2026 11:00,V_E_10_SYNC_DSASP,323830,25.19,0.51,-3.56
05/05/2026 11:00,V_F_30_NSYNC___DSASP,323816,34.52,0.97,-12.43
05/05/2026 11:00,V_F_30_SYNC_DSASP,323786,34.08,0.68,-12.28
05/05/2026 11:00,V_XM_10_SYNC_DSASP,323789,20.68,-0.44,0.00
05/05/2026 11:00,W.BABYLN_69_KV_BK1,56697,34.35,2.56,-10.68
05/05/2026 11:00,W.NYACK_69_KV_BK 521_REV_LBMP_G,345027,33.61,2.01,-10.49
05/05/2026 11:00,W49TH_ST_138_KV_38M43_REV_LBMP_J,345008,34.14,2.34,-10.68
05/05/2026 11:00,W50THST__13_KV_LOAD,356117,34.25,2.45,-10.68
05/05/2026 11:00,WADING RIVER_IC_1,23522,34.20,2.41,-10.68
05/05/2026 11:00,WADING RIVER_IC_2,23547,34.20,2.41,-10.68
05/05/2026 11:00,WADING RIVER_IC_3,23601,34.20,2.41,-10.68
05/05/2026 11:00,WALDENNY_12_KV_BK2,80841,20.07,-1.77,-0.72
05/05/2026 11:00,WALDEN___HYDRO,24148,33.78,1.84,-10.83
05/05/2026 11:00,WARRENSBURG____,23737,34.59,0.99,-12.48
05/05/2026 11:00,WATERSIDE___6 8 9,23538,34.12,2.32,-10.68
05/05/2026 11:00,WATKINRD_115KV_LN8_ILLION,55919,20.51,-0.61,0.00
05/05/2026 11:00,WDELAWARE___HYD,323627,33.02,1.77,-10.13
05/05/2026 11:00,WEST BABYLON___IC,23714,34.35,2.56,-10.68
05/05/2026 11:00,WEST CANADA___HYD,24049,21.23,0.11,0.00
05/05/2026 11:00,WESTERN_NY_WIND,24143,20.27,-1.58,-0.73
05/05/2026 11:00,WESTOVER___LESR,323668,25.87,0.32,-4.43
05/05/2026 11:00,WETHRSFD_WT_PWR,323626,19.49,-2.34,-0.72
05/05/2026 11:00,WHAVSTOR_138KV_BK127,55557,33.58,1.96,-10.50
05/05/2026 11:00,WHAVSTOR_138_KV_BK127_REV_LBMP_G,345015,33.58,1.96,-10.50
05/05/2026 11:00,WHITEHAL_115KV_TB1,80871,34.71,1.12,-12.47
05/05/2026 11:00,WHITEPLN_13_KV_LOAD,356215,34.02,2.24,-10.66
05/05/2026 11:00,WM_FLOYD_69_KV_BK2,356380,34.23,2.43,-10.68
05/05/2026 11:00,WOODARD__115KV_TB2,355635,22.13,-0.04,-1.05
05/05/2026 11:00,YORK___WARBASSE,23770,34.23,2.43,-10.68
05/05/2026 12:00,59TH STREET_GT_1,24138,37.15,2.45,-14.49
05/05/2026 12:00,74TH STREET_GT_1,24260,37.11,2.41,-14.49
05/05/2026 12:00,74TH STREET_GT_2,24261,37.11,2.41,-14.49
05/05/2026 12:00,ADK HUDSON___FALLS,24011,38.12,0.99,-16.92
05/05/2026 12:00,ADK RESOURCE___RCVRY,23798,38.19,1.03,-16.95
05/05/2026 12:00,ADK S GLENS___FALLS,24028,38.12,0.99,-16.92
05/05/2026 12:00,ADK_NYS___DAM,23527,37.96,1.13,-16.62
05/05/2026 12:00,AIR_PRODUCTS___DRP,24190,37.23,0.46,-16.55
05/05/2026 12:00,AKWESSNE_115KV_BK,355683,19.71,-0.51,0.00
05/05/2026 12:00,ALBANY_1_SOLAR,323833,37.07,0.47,-16.39
05/05/2026 12:00,ALBANY_2_SOLAR,323834,37.07,0.47,-16.39
05/05/2026 12:00,ALBANY___1,23571,37.23,0.46,-16.55
05/05/2026 12:00,ALBANY___2,23572,37.23,0.46,-16.55
05/05/2026 12:00,ALBANY___3,23573,37.23,0.46,-16.55
05/05/2026 12:00,ALBANY___4,23574,37.23,0.46,-16.55
05/05/2026 12:00,ALBANY___LFGE,323615,37.51,0.63,-16.67
05/05/2026 12:00,ALCOA_PA_115KV_PL-6C,55860,19.71,-0.50,0.00
05/05/2026 12:00,ALCOA_RYNLDS___DRP,24188,19.71,-0.51,0.00
05/05/2026 12:00,ALCOA___DSASP,323711,19.71,-0.51,0.00
05/05/2026 12:00,ALLEGHENY___COGEN,23514,24.75,-1.43,-5.97
05/05/2026 12:00,ALTAMONT_115KV_TB 2,55880,37.39,0.65,-16.54
05/05/2026 12:00,ALTONA_WT_PWR,323606,19.58,-0.63,0.00
05/05/2026 12:00,AMERICAN_REF_FUEL,24010,19.46,-2.26,-1.51
05/05/2026 12:00,ARKWRIGHT___SUMMIT_WT_PWR,323751,20.00,-1.82,-1.61
05/05/2026 12:00,ARTHUR KILL_GT_1,23520,37.13,2.43,-14.49
05/05/2026 12:00,ARTHUR_KILL_2,23512,37.08,2.38,-14.49
05/05/2026 12:00,ARTHUR_KILL_3,23513,36.92,2.22,-14.49
05/05/2026 12:00,ARTHUR_KILL_COGEN,323718,37.13,2.42,-14.49
05/05/2026 12:00,ASHOKAN____,23654,36.27,0.34,-15.72
05/05/2026 12:00,ASTORIA_EAST_ENERGY_CC1,323581,36.99,2.28,-14.50
05/05/2026 12:00,ASTORIA_EAST_ENERGY_CC2,323582,36.99,2.28,-14.50
05/05/2026 12:00,ASTORIA_GT2_1,24094,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT2_2,24095,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT2_3,24096,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT2_4,24097,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT3_1,24098,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT3_2,24099,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT3_3,24100,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT3_4,24101,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT4_1,24102,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT4_2,24103,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT4_3,24104,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT4_4,24105,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA_GT_1,23523,37.05,2.34,-14.50
05/05/2026 12:00,ASTORIA_GT_10,24110,36.96,2.26,-14.49
05/05/2026 12:00,ASTORIA_GT_11,24225,36.96,2.26,-14.49
05/05/2026 12:00,ASTORIA_GT_12,24226,36.96,2.26,-14.49
05/05/2026 12:00,ASTORIA_GT_13,24227,36.96,2.26,-14.49
05/05/2026 12:00,ASTORIA_GT_5,24106,37.05,2.34,-14.50
05/05/2026 12:00,ASTORIA_GT_7,24107,37.05,2.34,-14.50
05/05/2026 12:00,ASTORIA_GT_8,24108,37.05,2.34,-14.50
05/05/2026 12:00,ASTORIA___2,24149,37.01,2.30,-14.50
05/05/2026 12:00,ASTORIA___3,23516,36.96,2.26,-14.49
05/05/2026 12:00,ASTORIA___4,23517,36.96,2.26,-14.49
05/05/2026 12:00,ASTORIA___5,23518,36.96,2.26,-14.49
05/05/2026 12:00,AST_ENERGY_2_CC3,323677,36.92,2.22,-14.49
05/05/2026 12:00,AST_ENERGY_2_CC4,323678,36.92,2.22,-14.49
05/05/2026 12:00,ATHENS_STG_1,23668,36.62,1.05,-15.36
05/05/2026 12:00,ATHENS_STG_2,23670,36.62,1.05,-15.36
05/05/2026 12:00,ATHENS_STG_3,23677,36.62,1.05,-15.36
05/05/2026 12:00,AUBURN___LFGE,323710,21.95,0.00,-1.74
05/05/2026 12:00,BABYLON_RES_REC,323704,37.10,2.40,-14.49
05/05/2026 12:00,BALL_HILL_WT_PWR,323825,20.20,-1.60,-1.58
05/05/2026 12:00,BARON_WINDS___WT_PWR,323822,5.29,-2.10,12.82
05/05/2026 12:00,BARRETT_IC_1,23704,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_10,23701,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_11,23702,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_12,23703,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_2,23705,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_3,23706,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_4,23707,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_5,23708,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_6,23709,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_7,23710,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_8,23711,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT_IC_9,23700,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT___1,23545,37.02,2.32,-14.49
05/05/2026 12:00,BARRETT___2,23546,37.02,2.32,-14.49
05/05/2026 12:00,BATAVIA__115KV_TB1,55881,20.16,-1.50,-1.45
05/05/2026 12:00,BAYONEEC___CTG1,323682,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG10,323750,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG2,323683,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG3,323684,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG4,323685,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG5,323686,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG6,323687,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG7,323688,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG8,323689,36.96,2.26,-14.49
05/05/2026 12:00,BAYONEEC___CTG9,323749,36.96,2.26,-14.49
05/05/2026 12:00,BAYPORT_69_KV_BK 2,356364,37.39,2.69,-14.49
05/05/2026 12:00,BEACON___LESR,323632,37.43,0.67,-16.55
05/05/2026 12:00,BEAVER RIVER___HYD,24048,19.81,-1.09,-0.69
05/05/2026 12:00,BEEBEE_GT_13,23619,21.14,-0.79,-1.72
05/05/2026 12:00,BENSHRST_27_KV_BENSHRST_1,355998,37.17,2.47,-14.49
05/05/2026 12:00,BETHLEHEM___GRP,23843,37.23,0.46,-16.55
05/05/2026 12:00,BETHLEHEM___GS1,323560,37.23,0.47,-16.55
05/05/2026 12:00,BETHLEHEM___GS2,323561,37.23,0.47,-16.55
05/05/2026 12:00,BETHLEHEM___GS3,323562,37.23,0.47,-16.55
05/05/2026 12:00,BETHLEHEM___STEEL,23779,20.15,-1.62,-1.56
05/05/2026 12:00,BETHLHEM_115KV_TB1,79974,37.26,0.51,-16.54
05/05/2026 12:00,BETHPAGE_CC_5,323564,37.17,2.46,-14.49
05/05/2026 12:00,BIGTREE_115_KV_TB2_REV_LBMP_A,345034,20.23,-1.56,-1.57
05/05/2026 12:00,BINGHAMTON___COGEN,23790,25.46,0.32,-4.92
05/05/2026 12:00,BIXINCNT_115KV_LOAD,355685,20.08,-1.76,-1.63
05/05/2026 12:00,BLACK RIVER___HYD,24047,20.30,-0.81,-0.90
05/05/2026 12:00,BLACKRVR_115KV_TB2,79977,20.30,-0.81,-0.90
05/05/2026 12:00,BLISS_WT_PWR,323608,19.94,-1.90,-1.63
05/05/2026 12:00,BLUESTONE___WT_PWR,323821,27.17,0.59,-6.38
05/05/2026 12:00,BLUE_CIRC_CHEM_DRP,24182,37.15,0.53,-16.41
05/05/2026 12:00,BOC_GAS_DRP,24189,37.34,0.65,-16.49
05/05/2026 12:00,BOONVLLE_115KV_TB1,79983,20.55,-0.32,-0.66
05/05/2026 12:00,BORALEX_4TH_BRANCH,23824,37.96,1.13,-16.61
05/05/2026 12:00,BOWLINE___1,23526,36.38,1.92,-14.25
05/05/2026 12:00,BOWLINE___2,23595,36.38,1.92,-14.25
05/05/2026 12:00,BRADY____115KV_TB2,356060,19.52,-0.69,0.00
05/05/2026 12:00,BRANSCOMB___SOLAR,323811,37.93,0.85,-16.87
05/05/2026 12:00,BRDGHMPT_69_KV_BK1,55812,37.09,2.38,-14.49
05/05/2026 12:00,BRENTWOD_69_KV_W. BRTWOOD,56703,37.23,2.53,-14.49
05/05/2026 12:00,BRISTLHL_115KV_TB1,79998,21.22,-0.28,-1.29
05/05/2026 12:00,BROOKHAVEN___DRP,24191,37.17,2.47,-14.49
05/05/2026 12:00,BROOKLYN_NAVY_YARD,23515,36.90,2.20,-14.49
05/05/2026 12:00,BROOKLYN___ARMY_DRP,323595,37.09,2.38,-14.49
05/05/2026 12:00,BROOME_2_LFGE,323671,25.45,0.32,-4.92
05/05/2026 12:00,BROOME___LFGE,323600,25.45,0.32,-4.92
05/05/2026 12:00,BROWNFLS_115KV_TB 3_5,80003,19.52,-1.19,-0.50
05/05/2026 12:00,BROWNSV1_27_KV_LOAD,356125,37.11,2.41,-14.49
05/05/2026 12:00,BURROWS___LYONSDAL,23803,20.32,-0.57,-0.67
05/05/2026 12:00,CAITHNESS_CC_1,323624,37.15,2.44,-14.49
05/05/2026 12:00,CALPINE BETH_PAGE_GT4,24209,37.17,2.47,-14.49
05/05/2026 12:00,CALPINE_BETH_PAGE_GT_4,323586,37.17,2.46,-14.49
05/05/2026 12:00,CALPINE_BP_GT1,23823,37.17,2.46,-14.49
05/05/2026 12:00,CALSPAN___DRP,24200,20.15,-1.62,-1.56
05/05/2026 12:00,CALVERTON___SOLAR,323806,37.17,2.46,-14.49
05/05/2026 12:00,CANDIGU_WT_PWR,323617,5.29,-2.10,12.82
05/05/2026 12:00,CARR STREET_E._SYR,24060,21.65,0.00,-1.44
05/05/2026 12:00,CARTHAGE___PAPER,23857,20.00,-1.03,-0.82
05/05/2026 12:00,CASSADAGA_WT_PWR,323784,19.93,-1.90,-1.62
05/05/2026 12:00,CE_DUNWOOD___DRP,24194,36.74,2.06,-14.47
05/05/2026 12:00,CE_MILLWOOD___DRP,24193,36.65,2.00,-14.44
05/05/2026 12:00,CE_NYC2_DRP,24202,36.98,2.28,-14.49
05/05/2026 12:00,CE_NYC_DRP,24195,37.01,2.30,-14.49
05/05/2026 12:00,CHAFFEE___LFGE,323603,20.27,-1.54,-1.60
05/05/2026 12:00,CHATEAUG_35_KV_LOAD,355732,19.50,-0.71,0.00
05/05/2026 12:00,CHATEAUG_WT_PWR,323614,19.52,-0.69,0.00
05/05/2026 12:00,CHAT_HIGH_FALL_HYD,323578,19.50,-0.71,0.00
05/05/2026 12:00,CHAUTAUQUA___LFGE,323629,20.23,-1.58,-1.60
05/05/2026 12:00,CHERRYST_13_KV_LD,356241,37.09,2.38,-14.49
05/05/2026 12:00,CHESTROR_138KV_BK263,355645,35.81,1.66,-13.94
05/05/2026 12:00,CH_MIDHUDSON___DRP,24192,36.82,1.80,-14.81
05/05/2026 12:00,CH_MISC_IPPS,23765,36.80,1.84,-14.75
05/05/2026 12:00,CH_RES_BVR_FALLS,23983,19.97,-0.24,0.00
05/05/2026 12:00,CH_RES_NIAGARA,23895,19.69,-1.98,-1.46
05/05/2026 12:00,CH_RES_SYRACUSE,23985,21.77,0.06,-1.50
05/05/2026 12:00,CLINTON_WT_PWR,323605,19.52,-0.69,0.00
05/05/2026 12:00,CLINTON___LFGE,323618,19.71,-0.50,0.00
05/05/2026 12:00,COBBLENY_34_KV_TB1,80064,20.27,-1.54,-1.59
05/05/2026 12:00,COFFEEN__115KV_TB3,355620,20.40,-0.73,-0.92
05/05/2026 12:00,COLDSPRG_115KV_BK1,355956,20.56,-1.29,-1.65
05/05/2026 12:00,COLONIE_LFGE__,323577,37.81,0.85,-16.75
05/05/2026 12:00,COOPERNY_115KV_TB1,80082,33.82,1.50,-12.12
05/05/2026 12:00,COPENHAGEN_WT_PWR,323753,20.40,-0.75,-0.94
05/05/2026 12:00,CORNELL____,23752,23.47,0.22,-3.04
05/05/2026 12:00,CORONAAV_69_KV_TB1,355595,37.09,2.38,-14.49
05/05/2026 12:00,CORTLAND_115KV_TB3,80093,23.25,0.26,-2.78
05/05/2026 12:00,COXSACKIE___GT,23611,36.80,0.44,-16.14
05/05/2026 12:00,CPV_VALLEY___CC1,323721,35.21,1.54,-13.46
05/05/2026 12:00,CPV_VALLEY___CC2,323722,35.21,1.54,-13.46
05/05/2026 12:00,CRESCENT___HYD,24018,37.81,0.85,-16.75
